net,length_um
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.b\[19\],219.44
_37898_,219.38
_32430_,219.26
_02542_,219.08
_03192_,218.94
_02237_,218.835
_14446_,218.835
_03032_,218.69
_31636_,218.66
net233,218.64
_15371_,218.605
_02408_,218.58
_24000_,218.28
_21871_,218.26
_00737_,218.25
_35075_,218.04
_41433_,218.04
_00115_,218.02
_01371_,218.01
_37999_,217.91
_33110_,217.88
_31496_,217.78
net294,217.76
_05063_,217.74
stage8_inst.in4\[20\],217.72
_18125_,217.63
_37067_,217.58
_16099_,217.54
stage8_inst.in1\[0\],217.42
_42223_,217.405
_41510_,217.28
_37243_,217.22
_00311_,217.16
stage8_inst.in4\[30\],217.1
_08668_,216.74
_39344_,216.66
_13478_,216.63
_02218_,216.56
_02768_,216.56
_00112_,216.3
_00803_,216.14
stage8_inst.in4\[7\],216.1
_01252_,216.05
_22118_,215.99
_23970_,215.86
_42497_,215.715
_03174_,215.68
_02916_,215.6
_37164_,215.54
_30906_,215.48
_05192_,215.475
_01954_,215.41
_02696_,215.08
net265,215.05
_00649_,215
_10706_,214.84
_39962_,214.7
_35956_,214.06
_14551_,214.02
_06740_,213.95
_23977_,213.88
_09295_,213.76
_34022_,213.73
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.b\[26\],213.72
_42124_,213.635
stage8_inst.in6\[24\],213.58
_09207_,213.44
_14427_,213.32
_31505_,213.32
_21875_,213.1
_34967_,212.94
_22592_,212.86
_20291_,212.82
stage8_inst.in1\[23\],212.8
stage8_inst.in0\[10\],212.62
_08955_,212.525
_13953_,212.37
_10915_,212.26
_24034_,212.225
stage8_inst.in7\[10\],212.22
_07905_,212.2
_33085_,212.14
_03327_,211.8
stage8_inst.in4\[14\],211.76
_26199_,211.385
_42190_,211.34
_14914_,211.3
_33500_,211.26
_12703_,211.08
_01077_,210.985
net247,210.88
_00243_,210.84
_39399_,210.8
_06585_,210.71
_03042_,210.68
_37078_,210.68
_14297_,210.675
_04698_,210.655
_08790_,210.535
_02981_,210.52
_18114_,210.22
_07519_,210.16
_15225_,210.14
_02983_,210.13
_31323_,210.12
_02998_,210.11
stage8_inst.in4\[6\],210.02
_01724_,209.935
_20343_,209.915
_04665_,209.5
clknet_2_0_0_clk,209.44
_33112_,209.38
_42300_,209.26
_34977_,209.24
net384,209.19
_14535_,209.14
stage8_inst.in3\[17\],209.03
_07342_,208.755
_17506_,208.65
_09132_,208.61
_25664_,208.53
_15038_,208.46
_06578_,208.43
_05554_,208.39
clknet_2_3_0_clk,208.39
_02655_,208.26
_01507_,208.24
_00106_,208.225
stage8_inst.in1\[22\],208.18
clknet_2_1_0_clk,208.17
_26518_,207.9
_07804_,207.64
_01430_,207.44
_16350_,207.42
_00239_,207.26
_33088_,207.255
_06454_,207.2
_06212_,207.185
_42322_,207.175
_15232_,207.09
_22640_,207.09
_06576_,206.82
_06619_,206.78
_35044_,206.78
_36667_,206.5
stage8_inst.in7\[26\],206.5
_03026_,206.46
_01329_,206.41
_01011_,206.22
_08856_,206.195
_32509_,206.01
_06146_,205.88
_06824_,205.88
_03437_,205.83
_39381_,205.74
_03536_,205.645
_33750_,205.63
clknet_2_2_0_clk,205.36
stage8_inst.in1\[21\],205.24
_20403_,204.93
_20354_,204.71
_00383_,204.7
stage8_inst.in6\[29\],204.62
_03865_,204.55
_02901_,204.41
_02923_,204.31
_07430_,204.28
_06761_,204.275
_42146_,204.02
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.b\[31\],203.98
_11146_,203.86
_13922_,203.84
_22441_,203.66
_25595_,203.64
_30123_,203.63
_02538_,203.42
_00923_,203.405
_02513_,203.4
_04896_,203.39
_13597_,203.24
_37270_,203.23
_02274_,203.13
_10937_,203.12
net284,202.87
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.b\[22\],202.61
_37475_,202.59
_15230_,202.575
_40044_,202.57
_22340_,202.56
_33588_,202.55
_42015_,202.545
_06419_,202.5
_31701_,202.5
_05916_,202.45
_02387_,202.415
_05181_,202.4
_37583_,202.32
_37936_,202.16
_42464_,202.11
_37934_,202.05
_02943_,201.92
_08867_,201.915
_37838_,201.91
_20246_,201.715
_25591_,201.515
_23942_,201.48
net148,201.34
_06772_,201.3
_02965_,201.295
_01351_,201.26
_27785_,201.22
_22033_,201.21
_32079_,201.21
_02498_,201.16
_04194_,201.12
_04819_,201.12
_10882_,201.12
_00715_,201.06
_29657_,200.98
_10533_,200.92
_20279_,200.81
_24004_,200.7
_02783_,200.6
_36012_,200.415
_05071_,200.395
_23840_,200.32
_02130_,200.25
_22032_,200.22
_31739_,200.16
_37272_,199.96
_10893_,199.86
_01680_,199.76
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.b\[14\],199.755
_23531_,199.72
_04973_,199.71
_37355_,199.675
stage8_inst.in7\[29\],199.65
_36682_,199.36
_33761_,199.16
_27672_,199.13
_20315_,198.865
stage8_inst.in1\[4\],198.76
_13787_,198.755
_33229_,198.68
_07068_,198.66
_05137_,198.46
_24833_,198.34
_02736_,198.275
_15236_,198.19
_01453_,198.17
_41287_,198.17
_37895_,198.16
_05357_,197.96
_10172_,197.96
_40095_,197.96
_03236_,197.94
_31502_,197.7
_06246_,197.44
_09361_,197.325
_06835_,197.32
_26909_,197.2
_25696_,197.12
_14267_,196.78
stage8_inst.in3\[16\],196.7
_24046_,196.535
_20330_,196.42
_23841_,196.42
_18348_,196.35
_01055_,196.14
_04249_,196.11
_09909_,196
_03481_,195.95
_06662_,195.915
_20352_,195.86
_29677_,195.76
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.b\[16\],195.76
_14486_,195.74
_40038_,195.74
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.b\[3\],195.74
_36195_,195.68
_03448_,195.655
_24035_,195.63
_18115_,195.54
net308,195.29
_01274_,195.21
_06834_,195.2
_05422_,195.185
_05010_,194.92
_06421_,194.86
_00250_,194.82
_32511_,194.78
_00406_,194.7
_01230_,194.56
_39633_,194.52
_15226_,194.425
_07419_,194.365
_11355_,194.31
_29823_,194.31
stage8_inst.in4\[2\],194.2
_02756_,193.92
_36678_,193.92
_33406_,193.915
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.b\[26\],193.675
_01364_,193.65
_08430_,193.64
_01570_,193.56
_04949_,193.545
_08823_,193.54
_11135_,193.49
_39481_,193.42
_06980_,193.415
_19858_,193.4
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.b\[6\],193.2
_06341_,192.88
_40070_,192.665
_00967_,192.64
_01223_,192.58
net327,192.54
_10337_,192.48
_33758_,192.48
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.b\[12\],192.47
stage8_inst.in3\[7\],192.46
_38232_,192.385
_05021_,192.36
_42530_,192.305
_39509_,192.29
_13456_,192.13
_42388_,192.13
_03188_,192.05
_00496_,192.045
_05905_,192.045
_01647_,191.935
_09196_,191.87
_02926_,191.84
_31543_,191.66
_01143_,191.625
_31529_,191.62
_27542_,191.595
_07445_,191.56
_26193_,191.54
_22374_,191.52
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.b\[2\],191.48
stage8_inst.in3\[10\],191.42
_06811_,191.38
_08431_,191.36
_03187_,191.12
_13892_,191.06
_14298_,191.01
_23843_,190.97
_05313_,190.96
_14281_,190.8
_31381_,190.77
_20608_,190.56
stage8_inst.in6\[26\],190.54
_00638_,190.53
stage8_inst.in0\[21\],190.46
_01446_,190.32
_01484_,190.12
_06267_,189.9
_38338_,189.8
_01358_,189.78
_03190_,189.74
_08615_,189.6
_31905_,189.48
_03119_,189.42
_25503_,189.42
_20556_,189.4
_31567_,189.32
_02963_,189.23
_02163_,189.215
_14602_,189.205
_20086_,189.11
_01581_,189.08
_25033_,189.02
_10227_,188.94
_39442_,188.9
_03832_,188.835
_01746_,188.815
_01296_,188.74
_07013_,188.715
_14322_,188.3
_14699_,188.14
_07895_,188.1
_18123_,188
stage8_inst.in3\[30\],187.94
_20318_,187.88
_04600_,187.86
_07046_,187.84
_02932_,187.58
_04279_,187.58
stage8_inst.in7\[28\],187.41
stage8_inst.in4\[13\],187.4
_02798_,187.1
_09898_,187.04
_35031_,186.88
_40154_,186.88
_23737_,186.875
_20263_,186.8
_18655_,186.67
_02966_,186.64
_02614_,186.59
_41499_,186.585
_01508_,186.535
stage8_inst.in7\[9\],186.52
net306,186.42
_14424_,186.36
_35146_,186.34
_16348_,186.295
_02525_,186.26
_39330_,186.24
_14419_,186.2
_40074_,186.12
_03678_,186.085
_05806_,186.06
_01488_,185.93
_00583_,185.92
_18121_,185.855
_25756_,185.84
_07203_,185.8
_11267_,185.8
net381,185.78
_01435_,185.74
_02501_,185.62
_00956_,185.6
_03108_,185.48
_00382_,185.44
_33214_,185.24
stage8_inst.in0\[8\],185.24
_36303_,185.18
_18657_,185.165
_04040_,185.155
_00245_,185.12
net297,185.1
_04556_,184.97
_03130_,184.92
_40056_,184.78
_39309_,184.76
_31507_,184.75
_21904_,184.72
_20774_,184.7
_21905_,184.64
_14698_,184.58
_00452_,184.445
_06174_,184.4
_00242_,184.1
_05535_,184.1
_07704_,184
_21486_,183.76
_31307_,183.76
_02962_,183.68
_31972_,183.68
_22051_,183.58
_38393_,183.56
_35118_,183.36
_22639_,183.305
_10161_,183.02
_14430_,182.86
_08154_,182.72
_31380_,182.66
_36705_,182.6
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.b\[24\],182.6
_27943_,182.57
_14262_,182.5
_16104_,182.44
_37429_,182.42
_12625_,182.28
_42453_,182.105
_06366_,182.095
_20288_,182.04
_03777_,181.87
stage8_inst.in4\[4\],181.84
_06179_,181.74
_08986_,181.39
_39546_,181.385
_00108_,181.305
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.b\[25\],181.235
_03404_,181.23
_18296_,181.2
_03673_,181.155
_04534_,181.15
_18294_,181.15
_26512_,181.065
net245,181.06
_38116_,181.035
stage8_inst.in1\[29\],181
_06222_,180.84
_07850_,180.82
_08304_,180.79
_00238_,180.7
_06640_,180.62
_02941_,180.52
stage8_inst.in3\[2\],180.36
stage8_inst.in0\[9\],180.28
_02809_,180.17
_02880_,180.165
_16344_,180.08
_04589_,180.015
_21596_,179.94
_02819_,179.9
_30117_,179.8
_02931_,179.74
_29697_,179.64
_01756_,179.56
_03952_,179.52
stage8_inst.in1\[26\],179.46
_06783_,179.26
_00836_,179.255
_41620_,179.145
_40050_,179.14
_20088_,179.1
_14347_,179.035
_25457_,178.94
_07375_,178.82
_01592_,178.77
net289,178.75
_29728_,178.6
_34787_,178.6
_06151_,178.51
_36186_,178.4
_01263_,178.275
_02993_,178.24
_04051_,178.12
_03196_,178.06
_33277_,177.92
_06618_,177.825
_39334_,177.8
_16802_,177.66
_02757_,177.64
stage8_inst.in6\[27\],177.52
_10651_,177.5
_06794_,177.44
_05135_,177.36
_06805_,177.36
stage8_inst.in4\[1\],177.14
_13678_,177.12
_09547_,177.05
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.b\[29\],176.815
_13489_,176.8
_06157_,176.76
_08026_,176.76
_14555_,176.76
_24741_,176.74
_06882_,176.72
_33116_,176.72
_18289_,176.64
_01326_,176.52
_04676_,176.46
_41762_,176.46
_06256_,176.41
_00934_,176.365
_37738_,176.36
_37431_,176.3
_32341_,176.26
_18239_,176.25
_14331_,176.23
_07212_,176.16
net159,176.12
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.b\[8\],176.1
_00419_,175.925
_25596_,175.86
_37380_,175.85
stage8_inst.in4\[11\],175.8
_35127_,175.78
_05243_,175.74
_03887_,175.655
_14047_,175.48
_31743_,175.405
_04984_,175.3
_30456_,175.18
_06300_,175.125
_32236_,175.08
_23894_,175.05
_33514_,175.04
_33354_,174.955
stage8_inst.in1\[28\],174.94
_14129_,174.93
_33793_,174.9
_22342_,174.86
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.b\[13\],174.78
_37280_,174.76
_14288_,174.74
_29554_,174.715
_00474_,174.58
_23043_,174.54
_19047_,174.43
_00110_,174.405
_20532_,174.4
_01603_,174.38
_01779_,174.26
_38191_,174.24
_14346_,174.17
_14329_,174.155
_09723_,174.105
_03401_,174.02
_12751_,173.98
_01467_,173.94
_06541_,173.76
_32643_,173.76
_07167_,173.68
_32741_,173.68
_17305_,173.66
_18502_,173.63
_39184_,173.57
net161,173.5
_04336_,173.485
_20061_,173.36
_31564_,173.34
_00507_,173.335
_21005_,173.32
_42278_,173.1
_16095_,173.015
_20873_,172.86
_33862_,172.79
_23891_,172.74
_29371_,172.68
stage8_inst.in6\[28\],172.68
stage8_inst.in7\[4\],172.6
_32490_,172.56
_19266_,172.54
_35122_,172.48
net164,172.4
_01121_,172.31
_04786_,172.255
_20294_,172.18
_13434_,172.06
_15649_,171.98
_14635_,171.92
_05971_,171.62
_13596_,171.58
_29091_,171.56
_02876_,171.36
_40140_,171.3
_31647_,171.16
_33013_,170.94
_02532_,170.82
_15650_,170.74
_12813_,170.625
_08030_,170.61
_04117_,170.5
_07303_,170.5
_06197_,170.44
_04216_,170.405
_08722_,170.36
_12759_,170.36
_31578_,170.2
_20420_,170.16
_13600_,170.14
_18727_,170.1
_02592_,170.08
stage8_inst.in4\[10\],170.06
_07300_,169.88
_23092_,169.86
stage8_inst.in0\[16\],169.86
_15777_,169.7
stage8_inst.in1\[18\],169.68
_23922_,169.62
_42355_,169.54
_40015_,169.53
_29679_,169.52
_41817_,169.46
_14534_,169.35
_24747_,169.32
_14325_,169.245
_29080_,169.24
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.b\[23\],169.145
_37362_,168.98
_19794_,168.91
_20511_,168.9
_13938_,168.88
stage8_inst.in1\[20\],168.88
_01176_,168.82
stage8_inst.in4\[0\],168.66
_09130_,168.645
_42102_,168.56
_00814_,168.5
_10238_,168.42
_03755_,168.36
_08123_,168.32
_09799_,168.24
_02486_,168.14
_07424_,168.14
_01888_,168.1
stage8_inst.in0\[11\],168.08
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.b\[25\],168.08
stage8_inst.in2\[21\],168.035
_23883_,168
net443,167.88
_33742_,167.875
net121,167.86
_14176_,167.8
_17492_,167.6
_31704_,167.58
_23803_,167.5
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.b\[2\],167.48
_10640_,167.46
_13423_,167.46
_38796_,167.42
stage8_inst.in1\[25\],167.42
_05236_,167.38
_31154_,167.38
_06224_,167.36
_17685_,167.32
_31856_,167.32
_18295_,167.24
_11773_,167.2
_19464_,166.97
_15231_,166.86
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.b\[15\],166.67
stage8_inst.in4\[12\],166.62
_07201_,166.6
_24402_,166.585
_03653_,166.515
_07298_,166.46
_04238_,166.435
_42179_,166.42
_03963_,166.345
_05280_,166.29
_00430_,166.25
stage8_inst.in4\[3\],166.24
_35113_,166.18
_01475_,166.16
_42113_,166.085
_06735_,166.07
net144,166.06
net281,166.04
_13912_,165.96
_14299_,165.79
_02605_,165.74
_40101_,165.725
_05433_,165.69
_13500_,165.68
_35419_,165.64
_35107_,165.4
_00873_,165.35
_10074_,165.3
_02944_,165.28
_03280_,165.26
stage8_inst.in3\[13\],165.18
_42212_,165.165
_11278_,165.12
stage8_inst.in7\[30\],165.12
stage8_inst.in7\[27\],165.06
_06037_,165.045
_01830_,165.03
_07370_,164.93
_02248_,164.86
_08794_,164.82
_04468_,164.74
_05347_,164.66
_00616_,164.645
_22029_,164.58
stage8_inst.in1\[24\],164.44
_05049_,164.34
_14946_,164.26
_34932_,164.26
_39485_,164.26
_41598_,164.24
_26514_,164.19
_37353_,164.16
_02767_,164.1
_09876_,164.08
_18237_,164.07
_35106_,164.06
_41587_,164.04
_02594_,164.03
_14277_,163.995
_37363_,163.96
_14259_,163.87
_37532_,163.75
_11882_,163.74
_10695_,163.73
_37547_,163.7
_05675_,163.665
_32647_,163.6
_06476_,163.595
_06673_,163.54
_38220_,163.54
_08242_,163.48
_06103_,163.36
_29373_,163.26
_20508_,163.14
_14334_,163.105
_29800_,163.1
_06747_,163.04
_40162_,162.675
_05105_,162.65
net111,162.62
_31527_,162.6
_37518_,162.56
net162,162.55
_20280_,162.5
_26202_,162.47
_41982_,162.45
_02604_,162.41
_06192_,162.32
_31322_,162.28
_35232_,162.26
_25476_,162.235
_26515_,162.2
_09174_,162.15
_09712_,162.15
_10629_,162.12
stage8_inst.in6\[30\],162.12
_25663_,161.995
_07189_,161.965
_29794_,161.94
_05872_,161.915
_35123_,161.81
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.b\[12\],161.81
_08066_,161.685
_05258_,161.68
_02323_,161.65
_09152_,161.62
_08812_,161.6
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.b\[3\],161.58
_09215_,161.55
_10522_,161.48
_15339_,161.4
_00103_,161.34
_03711_,161.31
_02009_,161.235
_02716_,161.225
_20801_,161.06
_20043_,161.02
stage8_inst.in3\[15\],160.99
_34242_,160.95
_40075_,160.94
_35941_,160.81
_05148_,160.715
_06838_,160.56
_12881_,160.46
stage8_inst.in3\[31\],160.18
_41740_,160.14
_00293_,160.04
_38617_,160.04
_39160_,159.98
_00594_,159.835
_37597_,159.72
_03941_,159.7
_41806_,159.62
_08505_,159.54
_12636_,159.52
_29749_,159.52
_03415_,159.5
stage8_inst.in1\[19\],159.5
_20625_,159.44
_41993_,159.44
_01110_,159.42
_09112_,159.385
_01636_,159.3
_00099_,159.26
_01974_,159.24
_08193_,159.24
_07354_,159.22
_14418_,159.22
_41653_,159.21
_02956_,159.18
_37679_,159.18
_38547_,159.16
_05609_,158.995
_27066_,158.995
_02217_,158.99
_14113_,158.96
_41697_,158.88
_31662_,158.795
_00397_,158.76
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.b\[30\],158.7
_40064_,158.695
_03573_,158.69
stage8_inst.in3\[14\],158.6
_04073_,158.56
_31667_,158.55
_32926_,158.48
_31579_,158.47
_41872_,158.46
_36534_,158.32
_07485_,158.29
_02951_,158.2
_36652_,158.09
_19820_,158.08
_04347_,158.04
_06860_,157.98
net117,157.95
_05119_,157.92
_20254_,157.92
_41751_,157.92
_41036_,157.82
_26325_,157.815
_04029_,157.8
_18168_,157.8
_12768_,157.74
_23608_,157.74
_06201_,157.735
_03799_,157.715
_25455_,157.7
_12629_,157.68
_01790_,157.625
_20384_,157.56
_06448_,157.54
_06969_,157.54
_07178_,157.44
_06200_,157.42
_02438_,157.4
_07386_,157.24
_31540_,157.18
_14314_,157.145
_12806_,157.12
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.b\[21\],157.06
_07793_,156.99
_00901_,156.98
_25833_,156.925
_18798_,156.875
_14284_,156.84
_25665_,156.82
_26195_,156.8
_00117_,156.78
_39675_,156.72
net239,156.65
net153,156.62
_01340_,156.46
_05817_,156.42
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.b\[10\],156.37
_11311_,156.32
_03227_,156.24
_40150_,156.22
_18796_,156.2
_01395_,156.185
_14766_,156.18
_03773_,156.065
_25474_,156.06
_25448_,156.045
_20262_,155.92
_06574_,155.715
_13843_,155.7
_06057_,155.68
_02489_,155.6
_35933_,155.6
_20309_,155.58
_16839_,155.48
_35651_,155.455
_06121_,155.41
_42004_,155.26
_39674_,155.17
_35652_,155.165
_01307_,155.105
_06041_,155.1
_07369_,155.06
_26196_,154.955
_04402_,154.945
_02315_,154.86
_23877_,154.84
_41286_,154.81
_27370_,154.78
_31977_,154.78
_20367_,154.62
_07211_,154.54
_23880_,154.54
_08303_,154.52
_36572_,154.52
_31581_,154.44
_05348_,154.38
_16107_,154.335
_07660_,154.32
_04413_,154.235
_42256_,154.22
_41181_,154.14
_01424_,154.1
_22930_,154.06
_00806_,154.02
_35222_,154.02
_27362_,153.905
_31742_,153.8
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.b\[4\],153.68
_05346_,153.645
_05244_,153.58
_06399_,153.56
_30234_,153.56
_10465_,153.51
_25658_,153.44
stage8_inst.in7\[6\],153.44
_03843_,153.4
_05034_,153.36
_04874_,153.33
_07569_,153.3
_03459_,153.295
_06039_,153.23
_08614_,153.18
_39398_,153.18
_08445_,153.12
_37474_,153.04
_39356_,153.04
_11179_,153.02
_14414_,153.02
_37682_,152.94
_07057_,152.91
_14264_,152.72
_00241_,152.7
_14318_,152.7
_33105_,152.69
_06163_,152.62
_03228_,152.56
_31562_,152.54
stage8_inst.in1\[8\],152.455
_07331_,152.42
_37473_,152.39
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.b\[10\],152.35
_16343_,152.24
_30532_,152.18
_06719_,152.16
_06081_,152.125
_32652_,152.02
_16021_,152
_09220_,151.935
stage8_inst.in3\[0\],151.86
stage8_inst.in2\[2\],151.6
_03426_,151.545
_04288_,151.54
_24750_,151.52
stage8_inst.in1\[17\],151.3
_07748_,151.24
_05697_,151.16
_40069_,151.16
_04286_,151.12
_04034_,151.1
_07518_,151.065
_05510_,151
_20620_,150.895
_37967_,150.88
_11861_,150.82
_41609_,150.8
_33762_,150.75
_25614_,150.67
_02860_,150.64
_09097_,150.565
_00109_,150.48
_08127_,150.48
_40149_,150.43
_18634_,150.34
_37995_,150.02
net324,150.02
_02987_,149.95
_01625_,149.88
_01965_,149.82
net309,149.81
_14425_,149.68
_21098_,149.635
_02948_,149.56
_01450_,149.54
_16105_,149.5
_04686_,149.38
_12734_,149.34
_18611_,149.22
_20415_,149.22
_40130_,149.185
_40161_,149.13
_26507_,149.1
_06004_,149.095
_06243_,149.04
_22402_,149.01
_03360_,148.9
stage8_inst.in1\[7\],148.9
_20220_,148.88
_09525_,148.86
_19049_,148.8
_11300_,148.78
_20020_,148.78
_07693_,148.77
_26899_,148.76
net205,148.74
_02042_,148.62
_01877_,148.54
_05983_,148.38
_00058_,148.3
_20077_,148.3
_24667_,148.28
_24326_,148.26
_31100_,148.24
_36689_,148.24
_09365_,148.23
net142,148.18
_06463_,148.12
_39266_,148.1
_18492_,148.08
stage8_inst.in3\[5\],148.04
net260,148.02
_03667_,147.98
_25442_,147.83
_13587_,147.79
_41883_,147.76
_37342_,147.73
_41631_,147.7
_35213_,147.64
_40115_,147.64
_14269_,147.6
_03525_,147.56
_03517_,147.54
_18140_,147.54
_03810_,147.515
_33006_,147.48
_14541_,147.45
_04391_,147.44
_25480_,147.44
_07737_,147.38
_11256_,147.26
_01461_,147.1
_25525_,147.075
_04940_,147.05
_04918_,147.045
_04775_,147.01
stage8_inst.in2\[0\],147
_07888_,146.99
_12700_,146.84
_39332_,146.84
_02653_,146.81
_06718_,146.73
_08044_,146.685
stage8_inst.in4\[15\],146.64
_35921_,146.54
_02583_,146.4
_00392_,146.365
_04139_,146.325
_22977_,146.32
_01752_,146.28
_33334_,146.26
_06936_,146.215
_04863_,146.185
_07233_,146.135
_37445_,146.1
_06002_,146.08
_28193_,146.06
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.b\[28\],146.02
_00100_,146
_25630_,145.94
_36643_,145.94
_23009_,145.9
_33481_,145.88
_14275_,145.84
_10684_,145.76
_26907_,145.7
_31523_,145.66
_35253_,145.62
_04951_,145.37
_03272_,145.26
_22251_,145.26
_06005_,145.22
_09227_,145.22
_10315_,145.21
_06624_,145.19
_07156_,145.15
_19485_,145.06
stage8_inst.in7\[11\],144.9
_08648_,144.88
_03974_,144.84
_19488_,144.8
_05666_,144.78
_24315_,144.76
_42366_,144.735
_24337_,144.64
_38099_,144.62
_09514_,144.45
_24755_,144.43
_06636_,144.4
_30565_,144.38
_26510_,144.35
_10349_,144.34
_05719_,144.27
_00234_,144.16
_06958_,144.04
_41422_,144.035
_05223_,144
_05642_,143.985
_12591_,143.945
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.b\[17\],143.795
_08305_,143.74
_07361_,143.72
_13845_,143.68
_25489_,143.68
_31266_,143.66
_31659_,143.56
_02512_,143.5
_25491_,143.475
_23823_,143.44
_04902_,143.3
_09503_,143.285
_27662_,143.24
net312,143.17
stage8_inst.in3\[9\],143.12
_03601_,143.06
_13623_,142.94
_34781_,142.915
_02490_,142.78
_07320_,142.76
_09198_,142.725
_18718_,142.7
_05451_,142.68
_40792_,142.64
_00327_,142.54
net152,142.51
_22250_,142.48
_33150_,142.42
_01836_,142.38
_19639_,142.35
_07595_,142.33
_20886_,142.26
net201,142.24
_06070_,142.12
_09437_,142.08
_32651_,141.98
_16509_,141.81
_01669_,141.8
_25441_,141.79
_06728_,141.78
_06432_,141.7
_38230_,141.63
_20476_,141.62
_09099_,141.56
stage8_inst.in0\[14\],141.5
_18139_,141.44
_18624_,141.425
_00235_,141.4
_18067_,141.395
_06202_,141.36
_01421_,141.34
_08319_,141.275
_06025_,141.27
stage8_inst.in7\[5\],141.26
_14290_,141.24
_23815_,141.24
_04032_,141.03
_00726_,140.935
_06563_,140.91
_03985_,140.89
_06706_,140.78
_31851_,140.76
_05521_,140.66
stage8_inst.in2\[22\],140.58
_05335_,140.49
_30512_,140.32
_08143_,140.25
_08681_,140.115
_02312_,140.08
_08985_,140.06
_38783_,140.02
_20510_,139.96
_06530_,139.92
_13174_,139.85
_40055_,139.745
clknet_leaf_25_clk,139.72
_32853_,139.54
_38843_,139.54
_08022_,139.44
stage8_inst.in5\[11\],139.28
